Event Rate: [0.43, 0.18, 0.11, 0.05, 0.05, 0.07, 0.08, 0.11, 0.14, 0.17, 0.46, 0.44]
Event Rate: [0.43, 0.18, 0.11, 0.05, 0.06, 0.07, 0.08, 0.12, 0.15, 0.18, 0.46, 0.44]
Event Rate: [0.41, 0.17, 0.11, 0.05, 0.05, 0.07, 0.08, 0.12, 0.15, 0.18, 0.44, 0.44]
Event Rate: [0.41, 0.18, 0.11, 0.05, 0.06, 0.07, 0.09, 0.12, 0.15, 0.17, 0.41, 0.44]
Event Rate: [0.41, 0.17, 0.11, 0.04, 0.05, 0.06, 0.08, 0.11, 0.14, 0.17, 0.42, 0.44]
Event Rate: [0.37, 0.17, 0.10, 0.05, 0.06, 0.07, 0.08, 0.12, 0.15, 0.17, 0.41, 0.44]
Event Rate: [0.35, 0.14, 0.08, 0.03, 0.04, 0.05, 0.07, 0.10, 0.12, 0.14, 0.40, 0.44]
Event Rate: [0.38, 0.16, 0.09, 0.04, 0.05, 0.07, 0.08, 0.12, 0.14, 0.16, 0.42, 0.44]
Event Rate: [0.41, 0.18, 0.11, 0.05, 0.06, 0.07, 0.09, 0.12, 0.15, 0.18, 0.45, 0.44]
Event Rate: [0.41, 0.18, 0.11, 0.05, 0.06, 0.08, 0.09, 0.14, 0.16, 0.19, 0.45, 0.44]
Event Rate: [0.47, 0.20, 0.12, 0.05, 0.06, 0.08, 0.10, 0.14, 0.17, 0.19, 0.45, 0.44]
Event Rate: [0.43, 0.19, 0.12, 0.05, 0.06, 0.08, 0.10, 0.14, 0.17, 0.20, 0.44, 0.44]
Event Rate: [0.42, 0.19, 0.12, 0.06, 0.07, 0.09, 0.10, 0.15, 0.18, 0.20, 0.42, 0.44]
Event Rate: [0.45, 0.18, 0.11, 0.05, 0.06, 0.08, 0.09, 0.14, 0.16, 0.19, 0.45, 0.44]
Event Rate: [0.36, 0.14, 0.09, 0.04, 0.05, 0.06, 0.07, 0.10, 0.13, 0.15, 0.43, 0.44]
Event Rate: [0.39, 0.17, 0.11, 0.05, 0.06, 0.07, 0.09, 0.12, 0.15, 0.17, 0.40, 0.44]
Event Rate: [0.28, 0.10, 0.06, 0.03, 0.03, 0.04, 0.05, 0.08, 0.10, 0.12, 0.41, 0.44]
Event Rate: [0.38, 0.16, 0.10, 0.04, 0.05, 0.07, 0.08, 0.12, 0.14, 0.16, 0.41, 0.44]
Event Rate: [0.39, 0.16, 0.10, 0.05, 0.06, 0.07, 0.09, 0.12, 0.15, 0.17, 0.45, 0.44]
